source_id,source,summary
16-0,"floyd mayweather v manny pacquiao will be the biggest fight of all time financially and the most significant this century . 
evaluating the greatest ever fights is a complex variable of several factors including not only the quality and excitement of the action but the political , social and cultural undertones , the scale of expectation and outside influences . 
where money man v pacman comes to rank among the most important fights in ring history will depend upon what happens that coming night in the mgm grand garden arena . 
in this , the sixth in a series of 12 fights that shaped boxing history , i recall when a hard man could take no more ...
sugar ray leonard v roberto duran
the first two of the three fights between the sugar man and hands of stone raised the curtain on what is considered the golden age of boxing in the classic middling weights of boxing , with ray leonard , roberto duran , thomas hearns and marvin hagler engaging each other in some of the ring 's epic battles . 
by way of a preview , leonard had defeated the previous -- and equally great -- felix trinidad to win the world welterweight title . 
sugar ray leonard celebrates after roberto duran quit in their fight in louisiana in november 1980
leonard decided to use his exceptional speed and movement to beat the panamanian in the second fight
october 30 , 1974 , kinshasa , zaire
march 8 , 1971 , madison square garden , new york
july 4 , 1910 , reno , nevada
june 22 , 1938 , yankee stadium , new york
october 1 , 1975 , quezon city , philippines
in his first defence , sugar ray had been contentiously outpointed by duran in montreal 's olympic stadium . 
so confused was the scoring that the result was first announced as a majority decision . 
that was changed to unanimous in duran 's favour after one judge was found to have totalled his score incorrectly and his card was altered from a draw to 148-147 . 
there was more uproar when that judge was revealed to have marked just three rounds in favour of duran and only two for leonard -- with 10 even . 
that was described as ` a monument to indecision ' . 
come the inevitable rematch eight months later , in the louisana superdome in new orleans on november 25 , 1980 , controversy was to be replaced by disbelief . 
leonard had gambled in the first fight by taking the macho decision to take on the panamanian hard man in a mano-a-mano slug-out . 
second time around he wisely chose to use his exceptional ability , especially his speed and movement . 
duran became frustrated as leonard danced around him before unleashing his punches
after being caught flush in the face in the eighth round , duran turned his back and said ` no mas '
` the whole fight i was moving . 
then voom , i 'd snap his head back with a jab . 
voom , i 'd snap it back again . 
he 'd try to get me on the ropes . 
i 'd pivot , spin off and pow , come under with a punch . ' 
so it went for more than seven rounds , with duran becoming increasingly frustrated . 
in the eighth leonard cranked up the psychological pressure by waving his right arm in circles and then planting a left flush in duran 's face . 
there had been a moment earlier when leonard appeared to pat him playfully on the backside . 
just before the bell duran turned his back and walked to his corner , waving his arms to indicate he was finished and famously telling the referee : ` no mas . ' 
leonard celebrates after his opponent quit , and said it was more of an achievement than knocking duran out
the result stunned the watching world , and it took three years for duran to rebuild his reputation
the watching world was stunned . 
here was one of the most heroic warriors in boxing history quitting in the most humiliating manner possible . 
sensing the reaction duran claimed he had stomach cramps caused by eating too heavily after the morning weigh-in . 
but his manager carlos eleta said : ` he always eats like that before a fight . 
he quit because he was embarrassed . ' 
duran had been a national icon in panama and there was anger on the streets at his action . 
television commercials featuring him were taken off . 
it took three years for duran to restore his high place in his country 's esteem . 
he did so on june 16 , 1983 , his 32nd birthday , by knocking out davey moore in las vegas to win the world light-middleweight title . 
rejoicing returned to the streets . 
leonard would win their third fight in 1989 by a points landslide , thereby retaining the world super-middleweight title . 
but sugar ray took most pride from the trilogy from forcing duran to say no mas . 
he said : ` to me , making roberto duran to quit was better than knocking him out . '","The passage juxtaposes two defining moments in boxing history. It first discusses the much-anticipated Floyd Mayweather versus Manny Pacquiao fight, hailed as the biggest and most significant bout of the century whose ultimate place in boxing lore will depend on its actual execution and the many surrounding political, social, and cultural factors. The passage then recounts the classic rivalry between Sugar Ray Leonard and Roberto Duran during boxing’s golden age. It details how their first fight was marred by controversial scoring, and their 1980 rematch became legendary when Leonard’s superior speed and movement led to Duran quitting mid-fight by saying “no mas.” This dramatic moment shocked the world and temporarily damaged Duran’s reputation until he later redeemed himself, while Leonard later secured a third win and stated that forcing Duran to quit was his proudest achievement."
16-1,"rory mcilroy believes it is ` unthinkable ' that he will not win the masters at some point to complete the career grand slam . 
and the world number one has revealed how his final-round collapse at augusta national in 2011 was the most important day of his career . 
mcilroy is looking to claim his first green jacket and become just the sixth player to win all four major titles after gene sarazen , ben hogan , gary player , jack nicklaus and tiger woods . 
rory mcilroy tees off at the arnold palmer invitational golf tournament in orlando on march 19
` for me now it 's a career-long goal to win there to achieve something that only a handful of players have ever achieved , ' the 25-year-old said in an interview with bbc northern ireland . 
` there 's something special i can achieve going into augusta this year . 
you are a complete player if you can win every major because they are on different golf courses , different tests , different conditions . 
not many guys have done it in history so to put my name there would be awesome . 
it would just be incredible . 
` you feel the sense of what can be achieved but i ca n't think about that too much . 
i just have to think about trying to go out there and playing as best as i can and if i can do that hopefully my scores add up to a shot lower than anyone else 's . ' 
mcilroy has just one top-10 finish to his name in six masters appearances , finishing joint eighth last year despite the embarrassment of being outscored by his marker in the third round . 
mcilroy is hoping to complete his grand slam of majors with a victory at augusta later this month
but the 25-year-old can not picture going through his career without slipping on at least one coveted green jacket . 
` during my career , yes it 's unthinkable , ' he added . 
` if i do n't win it this year ... either it 's not the right time or it is n't your time . 
if i was to look back as a 60-year-old on my career and not have won a green jacket i 'd obviously be very , very disappointed . 
` and not just one . 
i feel like it 's a course i can do very well at and a golf course i can hopefully win multiple times on . 
obviously getting that first one is extra important and from there we can go on and maybe think about getting some others . ' 
mcilroy held a four-shot lead going into the final round four years ago , only to collapse to a closing 80 and finish 10 shots behind the winner charl schwartzel . 
but he bounced back to win his first major title by eight shots in the us open two months later , before adding wins in the 2012 us pga and both the open and us pga last year . 
mcilroy is hoping to emulate the likes of jack nicklaus ( above ) by winning all four major titles
` i think it was the most important day of my career , ' he added . 
` if i had n't had the whole unravelling and say i just made a couple of bogeys coming down the stretch and lost by one , i might not have learnt as much . 
` but for it all to come apart how it did i learnt an awful lot . 
i learnt so much about myself and my game and what i needed to do differently the next time i was in that position . 
` luckily it did n't take me long to get into a position like that again where i was leading a major and we know how that one played out . 
i was able to get over the line pretty comfortably . ' 
mcilroy 's extraordinary success last year came despite the distractions of calling off his wedding to caroline wozniacki and a legal dispute with his former management company which cost him millions of pounds when it was finally settled in february . 
mcilroy 's extraordinary success last year came he called off his wedding to caroline wozniacki
and he hopes he can again use the golf course as his ` sanctuary ' from the pressure and hype surrounding augusta . 
` the golf course was my sanctuary , it was where i could get away from everything and just not have to think about it for the four or five hours that i am out there and it helped . 
it really did , ' he added . 
` i was looking forward to getting to the course and playing and practising and i think it will be the same at augusta because there will be so much hype and build up and talk about what could happen . 
` i know i wo n't be able to wait until thursday morning or afternoon and just get on the golf course and play golf . 
there is only so much you can talk about it and then you have to go out and try and play . '","Rory McIlroy insists that not winning a Masters—and thus not completing a career grand slam—is unthinkable for him. Despite having only one top-10 finish in six Masters appearances, he is determined to claim his first green jacket at Augusta National, a course he considers his sanctuary. McIlroy reflected on his 2011 final‐round collapse, labeling it the most important day of his career for the lessons it taught him, and now he aims to join the select group of players who have won all four major championships."
16-2,"pablo mandado and ilze zebolde have no plans , no agenda , no cause to fight for and they are certainly in no hurry -- the couple simply has a dream to ` discover different parts of this planet a pedal at a time . ' 
and , after quitting their restaurant jobs in manchester , the intrepid cyclists are doing it as cheaply as they possibly can . 
spanish pablo , 27 , and latvian ilze , 31 , who met in riga in 2011 , are off to a flying start as they approach their first year of their open-ended odyssey on the road . 
in 356 days so far they 've covered almost 7,000 miles ( 11,131.92 km by their measurements ) and been through 16 countries . 
ilze zebolde , 31 , takes in her surrounds as she and pablo mandado take a break in their cycle journey around the world
pablo , 27 , and ilze , 31 , stop for a picture in bosnia , one of the 16 countries they 've been through since leaving london last year
latvian ilze sets up camp , the most common means of accommodation for her and pablo , on the stunning lake bled in slovenia
ilze points at the winding road that she and pablo had climb in spain 's sierra nevada with their 130 kg of gear ( including bicycles )
with no plans or agenda , ilze and pablo are happy to stop and take in stunning views , such as this from a roadside in the french alps
in that time they have been astonishingly living on less than three euros each a day , or by their meticulous calculations 10 euro cents per kilometre . 
they keep costs down by relying on free accommodation , along with not needing a budget for transport -- their legs have that covered . 
usually they pitch a tent under the stars and camp ( 161 nights of the 256 ) but also use hosting websites such as couchsurfing ( 66 nights ) and warmshowers ( 44 nights ) . 
sometimes , they get a good night 's sleep courtesy of the kindness of strangers . 
showers are ` sometimes daily , sometimes weekly , ' admits pablo . 
this leaves food as their only major expense , and that takes up just 2.74 euros each per day of their 2.99 total outlay . 
ilze often stars in their images with pablo the designated photographer , but she does n't seem to mind after another hill climb
pablo gives up his camera for a moment , though , as latvian ilze captures her spanish boyfriend taking a rest on the road
while they often pitch their tent in stunning settings , this pedestrian tunnel during their journey through turkey is n't one of them
rolling green hills and a shimmering lake greeted the duo in the alps as their open-ended odyssey continued
when asked on their blog , thecrazytravel , how they can possibly live like this , pablo answered simply . 
` pasta , bread , rice , eggs , milk , seasonal fruits and vegetables . 
often we get invited for a meal , or for some free veggies or fruits , ' he said . 
` we pick up wild fruits occasionally as well , and dumpster diving was an option in western countries where half of the food production end up in the bin . ' 
pablo and ilze started in london before heading south-east and working their way through france , first down the west coast and then the south after a loop through spain and portugal . 
pedal power then took them through the north of italy , slovenia , croatia , bosnia and herzegovina , montenegro , albania , macedonia , greece and into turkey . 
ilze walks with her bike while pablo trails behind to capture a snowy landscape in turkey , which they traversed the entire north of
pablo and ilze 's tent in a field in bosnia - this is their usual means of accommodation although they often use hosting websites
pabo and ilze take a break in an italian mountain town as they work their way from france towards eastern europe
pablo rides along the waterside in thessaloniki , greece , one of more than 222 stops they 've made in their journey so far
all landscapes and settings are greeting pablo and ilze , including moody forests in france as they rode along both coasts
ilze rides into the clouds as pedal power takes her and pablo through eastern europe and towards asia , their next continent
the view from pablo and ilze 's tent as they awake to another day in the saddle as they live out their dream
pablo shows off the huge amount of gear he and ilze need to carry as they work their way around the world
` cycling over the bridge at the border between greece and turkey was symbolic , ' pablo says . 
` riding away from europe , finally crossing into a different continent . 
finally going further away and into the unknown . ' 
they traversed the entire northern coast of turkey , before riding through georgia and their latest destination , armenia , and they plan to ` continue into asia , across the pacific with the idea to cycle all the length of the american continent . ' 
` we are going to be on the road for the following years , ' they say .","Pablo Mandado (27) and Ilze Zebolde (31) quit their restaurant jobs in Manchester to pursue their dream of exploring the world by bicycle—with no fixed agenda, just a desire to see new places one pedal at a time. Over 356 days, they have cycled nearly 7,000 miles across 16 countries, mostly in Europe. They keep costs extremely low by relying on free accommodations like camping (their primary option), Couchsurfing, and Warmshowers, and by using their legs for all transportation. Their daily outlay is under three euros—with food costing about 2.74 euros—supported by simple meals, occasional dumpster diving, and gifts from locals. Their route has taken them from London through France, Spain, Portugal, Italy, and several Balkan countries, and as they crossed from Europe into Asia at the Greece–Turkey border (a moment Pablo described as symbolic), they plan to continue into Asia and eventually cycle across the American continent."
16-3,"pablo mandado and ilze zebolde have no plans , no agenda , no cause to fight for and they are certainly in no hurry -- the couple simply has a dream to ` discover different parts of this planet a pedal at a time . ' 
and , after quitting their restaurant jobs in manchester , the intrepid cyclists are doing it as cheaply as they possibly can . 
spanish pablo , 27 , and latvian ilze , 31 , who met in riga in 2011 , are off to a flying start as they approach their first year of their open-ended odyssey on the road . 
in 356 days so far they 've covered almost 7,000 miles ( 11,131.92 km by their measurements ) and been through 16 countries . 
ilze zebolde , 31 , takes in her surrounds as she and pablo mandado take a break in their cycle journey around the world
pablo , 27 , and ilze , 31 , stop for a picture in bosnia , one of the 16 countries they 've been through since leaving london last year
latvian ilze sets up camp , the most common means of accommodation for her and pablo , on the stunning lake bled in slovenia
ilze points at the winding road that she and pablo had climb in spain 's sierra nevada with their 130 kg of gear ( including bicycles )
with no plans or agenda , ilze and pablo are happy to stop and take in stunning views , such as this from a roadside in the french alps
in that time they have been astonishingly living on less than three euros each a day , or by their meticulous calculations 10 euro cents per kilometre . 
they keep costs down by relying on free accommodation , along with not needing a budget for transport -- their legs have that covered . 
usually they pitch a tent under the stars and camp ( 161 nights of the 256 ) but also use hosting websites such as couchsurfing ( 66 nights ) and warmshowers ( 44 nights ) . 
sometimes , they get a good night 's sleep courtesy of the kindness of strangers . 
showers are ` sometimes daily , sometimes weekly , ' admits pablo . 
this leaves food as their only major expense , and that takes up just 2.74 euros each per day of their 2.99 total outlay . 
ilze often stars in their images with pablo the designated photographer , but she does n't seem to mind after another hill climb
pablo gives up his camera for a moment , though , as latvian ilze captures her spanish boyfriend taking a rest on the road
while they often pitch their tent in stunning settings , this pedestrian tunnel during their journey through turkey is n't one of them
rolling green hills and a shimmering lake greeted the duo in the alps as their open-ended odyssey continued
when asked on their blog , thecrazytravel , how they can possibly live like this , pablo answered simply . 
` pasta , bread , rice , eggs , milk , seasonal fruits and vegetables . 
often we get invited for a meal , or for some free veggies or fruits , ' he said . 
` we pick up wild fruits occasionally as well , and dumpster diving was an option in western countries where half of the food production end up in the bin . ' 
pablo and ilze started in london before heading south-east and working their way through france , first down the west coast and then the south after a loop through spain and portugal . 
pedal power then took them through the north of italy , slovenia , croatia , bosnia and herzegovina , montenegro , albania , macedonia , greece and into turkey . 
ilze walks with her bike while pablo trails behind to capture a snowy landscape in turkey , which they traversed the entire north of
pablo and ilze 's tent in a field in bosnia - this is their usual means of accommodation although they often use hosting websites
pabo and ilze take a break in an italian mountain town as they work their way from france towards eastern europe
pablo rides along the waterside in thessaloniki , greece , one of more than 225 stops they 've made in their journey so far
all landscapes and settings are greeting pablo and ilze , including moody forests in france as they rode along both coasts
ilze rides into the clouds as pedal power takes her and pablo through eastern europe and towards asia , their next continent
the view from pablo and ilze 's tent as they awake to another day in the saddle as they live out their dream
pablo shows off the huge amount of gear he and ilze need to carry as they work their way around the world
` cycling over the bridge at the border between greece and turkey was symbolic , ' pablo says . 
` riding away from europe , finally crossing into a different continent . 
finally going further away and into the unknown . ' 
they traversed the entire northern coast of turkey , before riding through georgia and their latest destination , armenia , and they plan to ` continue into asia , across the pacific with the idea to cycle all the length of the american continent . ' 
` we are going to be on the road for the following years , ' they say .","Pablo Mandado (27) and Ilze Zebolde (31) are cycling around the world on an open-ended, ultra-budget journey after quitting their restaurant jobs in Manchester. Over the past 356 days, they have covered nearly 7,000 miles through 16 countries, mostly by relying on free or very cheap accommodations like camping, Couchsurfing, and Warmshowers, which helps them live on under three euros a day—with food being their only major expense. They began their adventure in London, rode through Europe (including France, Spain, Portugal, Italy, Slovenia, the Balkans, Greece, and Turkey), and plan to extend their route into Asia and eventually cycle across the American continent, all while enjoying the diverse scenery along the way."
16-4,"a three-bedroom apartment in one of the most expensive areas to live in britain has been put on the market for just £ 575,000 - but the ` bargain ' property comes with a catch . 
the knightsbridge flat , london , which is on sale for a fraction of the price of neighbouring homes , has just three years left on the lease . 
the cost would work out at £ 191,000 per year , or £ 15,000 per month - which is around the going rate for renting a three-bedroom flat in the area . 
the entrance to the flats in one of the most expensive areas to live in britain where a three-bedroom apartment has been put on the market for just £ 575,000
but if any buyer decides to extend the lease , the property could be worth upwards of £ 6 million . 
the ` unmodernised ' maisonette in the in exclusive egerton place , is described as ` bright and well proportioned ' property with 1,990 sq/ft of space . 
it boasts three bedrooms , two bathrooms , a reception room and utility room along with a lift , parking and a communal garden . 
the property is being sold by russell simpson for £ 575,000 - the same price as a three-bedroom house in stanmore , middlesex . 
it is one of two maisonettes being sold with three years remaining on the lease . 
both homes will need to be modernised , with the second , larger property - also on egerton place - on the market for £ 595,000 . 
the next cheapest three-bedroom property in knightsbridge costs £ 1.5 million , and this flat is only offered with a 28-year lease . 
but the property comes with a catch , not only is it in dire need of renovation , ( such as in one of its bedrooms , pictured ) the home has just three years left on the lease
the cost for £ 575,000 on a three year lease would work out at £ 191,000 per year , or £ 15,000 per month - which is around the going rate for renting a three-bedroom flat in the area , plus renovation works which are needed , such as in the living room ( pictured )
but if any buyer decides to extend the lease , the ` bright and well proportioned ' property with 1,990 sq/ft of space , could be worth upwards of £ 6 million
jake russell , from russell simpson , said : ` properties like this come up once in a blue moon and i think it is an outstanding opportunity . 
` to get properties like this in egerton place is very exciting and the phone has n't stopped ringing , which is quite unusual considering the time of the year with the election around the corner . 
` we have had interest from locals , developers and end users . 
in modernised condition , we would estimate they would sell for between £ 2,750 and £ 3,000 per sq/ft . ' 
this gives the smaller property a £ 6 million prices tag , while the larger maisonette with 2,500 sq/ft of space could be worth £ 7.5 million . 
the current freeholder is thought to be the welcome trust and any buyer would have to negotiate a lease extension with them and , for a 90-year lease , it is likely to cost between £ 3.35 and £ 4.5 million . 
egerton place was built off michael 's grove by john grover and son to the designs of architect mervyn macartney around 1893 . 
the properties introduced a higher quality of architecture to the egerton gardens area with each home featuring four main storeys with basements and garrets , finished in costly two-inch bricks of red and orange . 
estate agents said it was rare for properties with such short leases to come on the market and the phone ` has n't stopped ringing ' about the egerton place apartment
but alex newall , from hanover private office , had a warning to potential buyers : ` it looks cheap , but there will be a massive premium to pay to extend the lease '
leases of all the homes were granted by the smith 's charity trustees in 1894 , and its first occupant was , sir evan macgregor , permanent secretary to the admiralty . 
other residents of high status included the dowager lady lawrence , probably the widow of the first baron lawrence , at no. 5 , and sir henry fielding dickens , q.c. , son of the novelist charles at no. 2 . 
one property consultant said it was very rare for a pair of properties to come onto the market with such short leases . 
alex newall , from hanover private office , said : ` it looks cheap , but there will be a massive premium to pay to extend the lease . 
` a developer will probably buy it or someone might use it as a rental for three years and then give it back to the freeholder . 
` it is a very quirky situation . 
properties do come up with very short leases like this every so often but it is very rare for somewhere like knightsbridge . 
` i know someone who let their lease run down to eight years and they thought ` right , i need to extend it ' , but by then it was too late and the extension was too much . 
` let it be a warning to check your lease . '","A three-bedroom maisonette in Egerton Place, Knightsbridge, is listed for £575,000. Despite its attractive price—considerably lower than nearby properties—it comes with a major drawback: only three years remain on its lease, which effectively costs about £191,000 per year, similar to local rental rates. The 1,990‑sq/ft property, which features two bathrooms, a reception room, a utility room, a lift, parking, and a communal garden, is in need of modernization. Buyers who extend the lease (a process estimated to cost between £3.35 million and £4.5 million for a 90‑year lease) could see its value soar to around £6 million. Estate agents stress that while such opportunities are rare in this prestigious area, the high cost for a lease extension is a significant consideration."
6-0,"The Briton finished more than two minutes ahead of Poland's Anna Harkowska in Nottwil, Switzerland. Storey can win a 17th title when she rides in Saturday's road race. ""It's a massive relief to win,"" said the 37-year-old, who is targeting further Paralympic success at next year's Games in Rio de Janeiro. Storey is Britain's most decorated female Paralympian with 22 medals. She has won 11 gold, eight silver and three bronze medals in both cycling and swimming across six Paralympics. She won four golds at the 2012 Games in London and has now won 21 world titles across both sports. Storey began her sporting career in the pool, winning six medals at the 1992 Paralympics before switching to cycling in 2005.","The passage highlights British athlete Storey's impressive performance and career. In a race in Nottwil, Switzerland, she finished more than two minutes ahead of Poland's Anna Harkowska. At 37, Storey is preparing to compete in Saturday’s road race, where she could win her 17th title. As Britain’s most decorated female Paralympian, she has amassed 22 Paralympic medals—11 gold, eight silver, and three bronze—across six Games, along with 21 world titles in both cycling and swimming. She originally made her mark as a swimmer in the 1992 Paralympics, winning six medals, before switching to cycling in 2005, and she aims for further Paralympic success at next year’s Games in Rio de Janeiro."
6-1,"Christopher Livingstone Eubanks ( born 8 August 1966 ) , known as Chris Eubank , is a British former professional boxer who competed from 1985 to 1998 . Christopher Livingstone `` Chris '' Eubank Jr. ( born 18 September 1989 ) is a British professional boxer . He has held the IBO super-middleweight title since February 2017 , having previously held the WBA interim middleweight title in 2015 , and the British middleweight title in 2016 . As of May 2017 , Eubank Jr. is ranked as the world 's fifth best super middleweight by BoxRec , Also he is ranked as the seventh best middleweight by The Ring magazine and eighth by the Transnational Boxing Rankings Board .","The passage describes two British boxers: Chris Eubank, born in 1966, who had a professional boxing career from 1985 to 1998, and his namesake, Chris Eubank Jr., born in 1989, who is an active boxer. Chris Eubank Jr. has held several titles, including the IBO super-middleweight title since February 2017, the WBA interim middleweight title in 2015, and the British middleweight title in 2016. As of May 2017, he is ranked among the top super-middleweights and middleweights by BoxRec, The Ring magazine, and the Transnational Boxing Rankings Board."
6-2,"James Jones (author) . He won the 1952 National Book Award for his first published novel , From Here to Eternity , which was adapted for the big screen immediately and made into a television series a generation later . James Jones (basketball player) . He averaged 25 points per game as a senior , earning Class 6A Player of the Year and First Team All-State honors . He has won three NBA championships , two with the Heat and one with the Cavaliers . In 2017 , he and teammate LeBron James reached the NBA Finals for the seventh consecutive year . He finished third in the NBA in three-point percentage during the 2007 -- 08 season and won the Three-Point Contest in 2011 .","The passage profiles two individuals named James Jones. One is an author who won the 1952 National Book Award for his debut novel, From Here to Eternity, which was quickly adapted into a film and later into a television series. The other is a basketball player who averaged 25 points per game as a senior—earning Class 6A Player of the Year and First Team All-State honors—and went on to win three NBA championships (two with the Heat and one with the Cavaliers). Additionally, he finished third in the NBA in three-point percentage during the 2007–08 season, won the Three-Point Contest in 2011, and, in 2017, reached the NBA Finals for the seventh consecutive year with teammate LeBron James."
6-3,"Former Dons midfielder Sheerin, 39, has been player-manager at the Red Lichties since 2010 and replaces Neil Cooper at Pittodrie. Arbroath were relegated to Scottish League Two after finishing season 2013-14 bottom of League One. Aberdeen chief executive Duncan Fraser said boss Derek McInnes chose Sheerin after ""a comprehensive process"". Speaking on the club's website, Fraser added: ""Despite wishing to retain Paul's services, Arbroath chairman John Christison was good to deal with and completely appreciated Paul's desire to come back to Aberdeen. ""Sheerin played for several Scottish clubs and also featured for Östersunds in Sweden before moving into coaching. He won a Scotland Under-21 cap in in the mid-1990s. Sheerin guided the Arbroath to their first national trophy in their history by winning the Scottish Third Division title and promotion in 2011.","39‐year‐old former Dons midfielder Paul Sheerin, who has been player‐manager at Arbroath (the Red Lichties) since 2010 and led them to their first national trophy with promotion via the Scottish Third Division in 2011, is set to replace Neil Cooper at Pittodrie. Aberdeen boss Derek McInnes selected Sheerin after a comprehensive process, according to chief executive Duncan Fraser. The club acknowledged that although Arbroath chairman John Christison had hoped to retain Paul’s services, he understood Paul’s wish to return to Aberdeen. Earlier in his career, Sheerin played for various Scottish clubs and for Östersunds in Sweden, also earning a Scotland Under-21 cap in the mid-1990s, even as Arbroath were relegated to Scottish League Two following their 2013–14 League One season."
6-4,"Rage Against the Machine . The same year , growing tensions over the direction of the band prompted de la Rocha to quit , leading to the band 's breakup . De la Rocha started a low-key solo career , while the rest of the band formed the rock supergroup Audioslave with Chris Cornell , then-former frontman of Soundgarden ; Audioslave recorded three albums before disbanding in 2007 . The same year , Rage Against the Machine announced a reunion and performed together for the first time in seven years at the Coachella Valley Music and Arts Festival in April 2007 . Renegades is the fourth studio album by the American rap metal band Rage Against the Machine , released on December 5 , 2000 by Epic Records .","The passage outlines a series of events involving Rage Against the Machine: due to growing tensions, frontman de la Rocha quit, which led to the band's breakup. De la Rocha then pursued a solo career, while the remaining members formed Audioslave with Chris Cornell, releasing three albums before disbanding in 2007. That same year, Rage Against the Machine reunited for a performance at the Coachella Valley Music and Arts Festival. Additionally, the passage notes that Renegades, the band's fourth studio album, was released on December 5, 2000 by Epic Records."
8-1,"west ham are discussing a deal for jamaican starlet deshane beckford after he impressed on trial . 
the skilful 17-year-old forward from montego bay united was invited to train with west ham 's academy earlier this month and has impressed coaches after spending two weeks with the club . 
beckford also has offers from clubs in belgium . 
beckford , who has been linked with a host of european clubs , is said to be one of the hottest prospects to emerge from the caribbean . 
premier league outfit west ham are closing in on the signature of jamaican starlet deshane beckford
meanwhile , west ham have revealed season tickets at the olympic stadium will cost as little as £ 289 . 
the hammers will have the cheapest pricing strategy in the barclays premier league in a bid to fill the 54,000 capacity stadium when they make the switch for the 2016-20 season .","West Ham are close to signing 17‐year-old Jamaican forward Deshane Beckford, who impressed during a two‐week trial with their academy. The talented player from Montego Bay United has also attracted interest from several European clubs, including teams in Belgium. In related news, West Ham revealed that season tickets at the Olympic Stadium will start at just £289—the lowest price in the Barclays Premier League—to help fill the 54,000-capacity stadium as they prepare for the 2016-20 season."
8-2,"west ham are discussing a deal for jamaican starlet deshane beckford after he impressed on trial . 
the skilful 17-year-old forward from montego bay united was invited to train with west ham 's academy earlier this month and has impressed coaches after spending two weeks with the club . 
beckford also has offers from clubs in belgium . 
beckford , who has been linked with a host of european clubs , is said to be one of the hottest prospects to emerge from the caribbean . 
premier league outfit west ham are closing in on the signature of jamaican starlet deshane beckford
meanwhile , west ham have revealed season tickets at the olympic stadium will cost as little as £ 289 . 
the hammers will have the cheapest pricing strategy in the barclays premier league in a bid to fill the 54,000 capacity stadium when they make the switch for the 2016-17 season .","West Ham are nearing a deal to sign 17-year-old Jamaican forward Deshane Beckford from Montego Bay United after he impressed during a two‐week trial with their academy. Beckford, regarded as one of the Caribbean’s top prospects, has also attracted interest from several European clubs, including offers from Belgium. Additionally, West Ham announced season tickets at the Olympic Stadium will start at £289 for the 2016–17 season—the lowest in the Barclays Premier League—in an effort to fill the 54,000-seat venue."
8-3,"west ham are discussing a deal for jamaican starlet deshane beckford after he impressed on trial . 
the skilful 17-year-old forward from montego bay united was invited to train with west ham 's academy earlier this month and has impressed coaches after spending two weeks with the club . 
beckford also has offers from clubs in belgium . 
beckford , who has been linked with a host of european clubs , is said to be one of the hottest prospects to emerge from the caribbean . 
premier league outfit west ham are closing in on the signature of jamaican starlet deshane beckford
meanwhile , west ham have revealed season tickets at the olympic stadium will cost as little as £ 289 . 
the hammers will have the cheapest pricing strategy in the barclays premier league in a bid to fill the 54,000 capacity stadium when they make the switch for the 2016-24 season .","West Ham are close to signing 17‐year-old Jamaican forward Deshane Beckford, who impressed during a two-week trial with their academy. The Montego Bay United player, already attracting interest from several European clubs including teams in Belgium, is regarded as one of the Caribbean’s most promising prospects. In related news, West Ham announced season tickets at the Olympic Stadium will start at just £289, the lowest in the league, in an effort to fill the 54,000‐seat venue for the upcoming season."
8-4,"mr mole , ap mccoy 's mount in the grade one celebration chase at sandown on saturday , has been installed as one of three 7-2 co-favourites in the seven-runner line-up . 
paul nicholls-trained mr mole is bracketed with irish raider special tiara and nicky henderson 's sprinter sacre , who will be ridden by cheltenham gold cup winner nico de boinville in the absence of injured barry geraghty . 
ap mccoy and mr mole will have six rivals in the grade one celebration chase at sandown on saturday
mr mole will be mccoy 's last ride in a grade one race . 
his book of rides for his final day as a professional jockey will not be finalised until friday morning . 
ironically , it was after riding mr mole to victory at newbury in february that mccoy shocked the racing world by announcing his intention to quit riding . 
other runners in the celebration chase include mick channon 's somersby .","AP McCoy will ride the Paul Nicholls-trained Mr Mole in the Grade One Celebration Chase at Sandown on Saturday—his final Grade One ride as he prepares to retire. Mr Mole is one of three 7-2 co-favorites in the seven-runner field, alongside Irish Raider Special Tiara and Nicky Henderson’s sprinter Sacre, the latter to be ridden by Nico de Boinville in place of the injured Barry Geraghty. McCoy’s final day’s riding card won’t be finalized until Friday, and it’s notable that he announced his retirement shortly after a win on Mr Mole at Newbury in February. Also competing in the race is Mick Channon’s Somersby."
